País,Año,Precipitación (mm)
Lebanon,1958,683.14264
Lebanon,1959,1162.3114
Lebanon,1960,314.26273
Lebanon,1961,1287.6998
Lebanon,1962,75.44889
Lebanon,1963,1971.1991
Lebanon,1964,888.4335
Lebanon,1965,967.005
Lebanon,1966,812.9816
Lebanon,1967,841.34863
Lebanon,1968,955.4524
Lebanon,1969,844.5866
Lebanon,1970,412.62817
Lebanon,1971,1220.7078
Lebanon,1972,561.41315
Lebanon,1973,900.3286
Lebanon,1974,34.475327
Lebanon,1975,1862.4915
Lebanon,1976,822.0782
Lebanon,1977,848.5205
Lebanon,1978,1473.2064
Lebanon,1979,1130.4165
Lebanon,1980,3093.8132
Lebanon,1981,1607.3397
Lebanon,1982,1147.5328
Lebanon,1983,386.505
Lebanon,1984,2026.6416
Lebanon,1985,2906.8625
Lebanon,1986,643.5318
Lebanon,1987,634.46497
Lebanon,1988,2273.089
Lebanon,1989,163.07489
Lebanon,1990,1959.0659
Lebanon,1991,2088.8054
Lebanon,1992,647.6684
Lebanon,1993,732.3303
Lebanon,1994,1750.1841
Lebanon,1995,391.3636
Lebanon,1996,1525.5206
Lebanon,1997,883.4764
Lebanon,1998,3189.912
Lebanon,1999,1453.6246
Lebanon,2000,1934.603
Lebanon,2001,1821.4215
Lebanon,2002,1724.535
Lebanon,2003,2927.358
Lebanon,2004,1012.2737
Lebanon,2005,1040.5867
Lebanon,2006,378.41428
Lebanon,2007,797.41785
Lebanon,2008,1484.1578
Lebanon,2009,835.75116
Lebanon,2010,328.27835
Lebanon,2011,1126.5112
Lebanon,2012,2559.7883
Lebanon,2013,27.493744
Lebanon,2014,1373.9169
Lebanon,2015,3308.5264
Lebanon,2016,501.15033
Lebanon,2017,820.37067
Lebanon,2018,1248.5026
Lebanon,2019,611.5762
Lebanon,2020,919.8045
Lebanon,2021,2064.7466
Lebanon,2022,669.5835
Lebanon,2023,962.6571
Lebanon,2024,1495.3536
Lesotho,1940,2151.8298
Lesotho,1941,778.1999
Lesotho,1942,1261.9039
Lesotho,1943,847.6388
Lesotho,1944,1390.4476
Lesotho,1945,729.5583
Lesotho,1946,385.1228
Lesotho,1947,1696.4369
Lesotho,1948,1773.7957
Lesotho,1949,1353.6285
Lesotho,1950,1702.8044
Lesotho,1951,902.5371
Lesotho,1952,1263.8207
Lesotho,1953,1491.0947
Lesotho,1954,2110.43
Lesotho,1955,700.00085
Lesotho,1956,1120.4813
Lesotho,1957,1011.7491
Lesotho,1958,3206.6794
Lesotho,1959,235.19029
Lesotho,1960,204.33746
Lesotho,1961,1157.617
Lesotho,1962,1126.0671
Lesotho,1963,200.21283
Lesotho,1964,925.50305
Lesotho,1965,935.5602
Lesotho,1966,1790.1427
Lesotho,1967,84.07623
Lesotho,1968,336.49872
Lesotho,1969,816.512
Lesotho,1970,420.0382
Lesotho,1971,1244.7231
Lesotho,1972,1682.9973
Lesotho,1973,810.97565
Lesotho,1974,89.60281
Lesotho,1975,860.6239
Lesotho,1976,2036.7715
Lesotho,1977,857.27515
Lesotho,1978,525.22675
Lesotho,1979,1138.1836
Lesotho,1980,2417.4094
Lesotho,1981,38.176723
Lesotho,1982,854.50037
Lesotho,1983,788.5457
Lesotho,1984,1432.7496
Lesotho,1985,1515.934
Lesotho,1986,2781.0925
Lesotho,1987,280.5376
Lesotho,1988,58.339424
Lesotho,1989,1248.5515
Lesotho,1990,889.1909
Lesotho,1991,656.82904
Lesotho,1992,282.0919
Lesotho,1993,1669.619
Lesotho,1994,320.3894
Lesotho,1995,1016.7573
Lesotho,1996,2524.087
Lesotho,1997,323.00095
Lesotho,1998,1990.3339
Lesotho,1999,888.461
Lesotho,2000,1646.0646
Lesotho,2001,1478.357
Lesotho,2002,1599.2864
Lesotho,2003,82.58725
Lesotho,2004,1188.7356
Lesotho,2005,745.65265
Lesotho,2006,1130.475
Lesotho,2007,15.055587
Lesotho,2008,416.51077
Lesotho,2009,2922.975
Lesotho,2010,3950.376
Lesotho,2011,1389.844
Lesotho,2012,2222.627
Lesotho,2013,2647.1345
Lesotho,2014,861.63226
Lesotho,2015,929.47736
Lesotho,2016,1098.4835
Lesotho,2017,27.069473
Lesotho,2018,809.5634
Lesotho,2019,589.6585
Lesotho,2020,1950.4072
Lesotho,2021,186.61212
Lesotho,2022,1166.1672
Lesotho,2023,2532.3574
Lesotho,2024,74.52719
Liberia,1940,599.7499
Liberia,1941,818.8443
Liberia,1942,1286.6943
Liberia,1943,2546.924
Liberia,1944,922.09296
Liberia,1945,1388.3541
Liberia,1946,3591.498
Liberia,1947,322.81036
Liberia,1948,605.37726
Liberia,1949,1663.7041
Liberia,1950,1429.4957
Liberia,1951,642.7362
Liberia,1952,1669.1597
Liberia,1953,295.75998
Liberia,1954,1574.0981
Liberia,1955,859.8534
Liberia,1956,1520.9677
Liberia,1957,232.11656
Liberia,1958,1383.4614
Liberia,1959,711.83215
Liberia,1960,1207.1581
Liberia,1961,1638.4633
Liberia,1962,1544.0514
Liberia,1963,1496.1412
Liberia,1964,1440.2931
Liberia,1965,168.69246
Liberia,1966,695.62146
Liberia,1967,148.27263
Liberia,1968,968.78625
Liberia,1969,1933.4962
Liberia,1970,741.9882
Liberia,1971,13.779388
Liberia,1972,1049.9714
Liberia,1973,868.08997
Liberia,1974,1218.9395
Liberia,1975,239.87666
Liberia,1976,2281.3677
Liberia,1977,2134.0122
Liberia,1978,2169.0034
Liberia,1979,282.4057
Liberia,1980,1049.2887
Liberia,1981,167.73941
Liberia,1982,1152.5665
Liberia,1983,825.49915
Liberia,1984,968.3585
Liberia,1985,389.38318
Liberia,1986,1236.4349
Liberia,1987,81.62082
Liberia,1988,2517.7173
Liberia,1989,918.169
Liberia,1990,1205.6465
Liberia,1991,821.9795
Liberia,1992,857.4753
Liberia,1993,903.6062
Liberia,1994,928.3789
Liberia,1995,400.56125
Liberia,1996,1120.5308
Liberia,1997,568.3824
Liberia,1998,763.5574
Liberia,1999,72.01767
Liberia,2000,2254.3965
Liberia,2001,716.07465
Liberia,2002,928.1792
Liberia,2003,1572.0153
Liberia,2004,1121.9836
Liberia,2005,2646.3892
Liberia,2006,1516.1567
Liberia,2007,1180.956
Liberia,2008,441.81702
Liberia,2009,1900.1877
Liberia,2010,3009.9077
Liberia,2011,715.51605
Liberia,2012,727.749
Liberia,2013,2379.975
Liberia,2014,163.3118
Liberia,2015,1995.5654
Liberia,2016,1934.1084
Liberia,2017,656.17786
Liberia,2018,819.49615
Liberia,2019,1586.1288
Liberia,2020,278.58728
Liberia,2021,1667.258
Liberia,2022,812.7959
Liberia,2023,3553.6826
Liberia,2024,1611.2869
Libya,1940,2045.3376
Libya,1941,1850.0586
Libya,1942,1983.5148
Libya,1943,3061.8477
Libya,1944,992.49274
Libya,1945,826.33813
Libya,1946,345.55493
Libya,1947,794.93976
Libya,1948,1308.4446
Libya,1949,737.6959
Libya,1950,274.6329
Libya,1951,1340.7855
Libya,1952,3171.8975
Libya,1953,10.896241
Libya,1954,1087.6033
Libya,1955,2994.8347
Libya,1956,443.42383
Libya,1957,759.4033
Libya,1958,1112.5734
Libya,1959,632.2404
Libya,1960,1124.168
Libya,1961,2272.1304
Libya,1962,699.6499
Libya,1963,1145.0355
Libya,1964,1370.6552
Libya,1965,2081.0356
Libya,1966,780.9136
Libya,1967,1198.532
Libya,1968,952.1443
Libya,1969,1238.1157
Libya,1970,735.80365
Libya,1971,450.9107
Libya,1972,1605.6993
Libya,1973,1749.0652
Libya,1974,1462.6387
Libya,1975,1791.6473
Libya,1976,993.44604
Libya,1977,1416.3685
Libya,1978,1565.0898
Libya,1979,1983.7742
Libya,1980,559.67694
Libya,1981,1394.8268
Libya,1982,1062.8413
Libya,1983,3172.3337
Libya,1984,360.6899
Libya,1985,253.9084
Libya,1986,1238.8562
Libya,1987,1081.5372
Libya,1988,251.3727
Libya,1989,966.33563
Libya,1990,1087.2211
Libya,1991,1541.4462
Libya,1992,99.47357
Libya,1993,312.09167
Libya,1994,842.98474
Libya,1995,692.009
Libya,1996,1351.743
Libya,1997,1360.0247
Libya,1998,857.89734
Libya,1999,167.08078
Libya,2000,874.24896
Libya,2001,2150.8987
Libya,2002,822.79834
Libya,2003,632.352
Libya,2004,1233.8184
Libya,2005,2146.265
Libya,2006,30.48318
Libya,2007,822.87494
Libya,2008,957.2954
Libya,2009,1452.8965
Libya,2010,1664.5995
Libya,2011,2807.4937
Libya,2012,274.5754
Libya,2013,75.28836
Libya,2014,1245.5526
Libya,2015,902.84894
Libya,2016,447.90286
Libya,2017,292.5487
Libya,2018,1567.2754
Libya,2019,286.76996
Libya,2020,978.98883
Libya,2021,2280.6223
Libya,2022,377.5761
Libya,2023,1877.8494
Libya,2024,856.2206
Lithuania,1940,1308.0231
Lithuania,1941,1581.8096
Lithuania,1942,1736.2091
Lithuania,1943,77.166725
Lithuania,1944,1090.9019
Lithuania,1945,754.9048
Lithuania,1946,1128.2268
Lithuania,1947,35.106777
Lithuania,1948,461.10522
Lithuania,1949,2731.0955
Lithuania,1950,3506.0276
Lithuania,1951,1642.127
Lithuania,1952,2392.223
Lithuania,1953,2616.773
Lithuania,1954,742.1093
Lithuania,1955,688.6117
Lithuania,1956,1224.3098
Lithuania,1957,57.779163
Lithuania,1958,705.3574
Lithuania,1959,575.2804
Lithuania,1960,1947.9686
Lithuania,1961,179.02565
Lithuania,1962,1013.4678
Lithuania,1963,2835.8743
Lithuania,1964,81.38746
Lithuania,1965,545.29333
Lithuania,1966,733.28894
Lithuania,1967,1271.2246
Lithuania,1968,2433.8176
Lithuania,1969,715.7893
Lithuania,1970,1243.3055
Lithuania,1971,3271.6602
Lithuania,1972,291.37036
Lithuania,1973,552.0996
Lithuania,1974,1784.0079
Lithuania,1975,1244.2716
Lithuania,1976,630.2098
Lithuania,1977,1464.297
Lithuania,1978,233.65886
Lithuania,1979,1616.82
Lithuania,1980,767.7892
Lithuania,1981,1667.8319
Lithuania,1982,238.9544
Lithuania,1983,1507.988
Lithuania,1984,741.4019
Lithuania,1985,1398.2305
Lithuania,1986,1676.2936
Lithuania,1987,1969.7451
Lithuania,1988,1421.3695
Lithuania,1989,1321.8413
Lithuania,1990,230.98376
Lithuania,1991,702.3156
Lithuania,1992,141.02873
Lithuania,1993,1066.9213
Lithuania,1994,1960.8384
Lithuania,1995,571.93274
Lithuania,1996,34.775627
Lithuania,1997,1119.2472
Lithuania,1998,882.60333
Lithuania,1999,1617.6107
Lithuania,2000,213.0187
Lithuania,2001,2101.3245
Lithuania,2002,2235.3975
Lithuania,2003,2206.2961
Lithuania,2004,378.06375
Lithuania,2005,1051.5057
Lithuania,2006,146.32083
Lithuania,2007,1242.1195
Lithuania,2008,774.7165
Lithuania,2009,797.5973
Lithuania,2010,342.6375
Lithuania,2011,1268.4072
Lithuania,2012,59.1415
Lithuania,2013,1937.6373
Lithuania,2014,1040.0658
Lithuania,2015,1099.932
Lithuania,2016,1270.5441
Lithuania,2017,1271.3623
Lithuania,2018,858.0703
Lithuania,2019,965.6354
Lithuania,2020,469.4546
Lithuania,2021,1305.063
Lithuania,2022,659.7355
Lithuania,2023,1088.6399
Lithuania,2024,49.783707
Luxembourg,1940,1934.8162
Luxembourg,1941,730.90796
Luxembourg,1942,987.86444
Luxembourg,1943,1407.5013
Luxembourg,1944,1043.0648
Luxembourg,1945,3143.7212
Luxembourg,1946,1526.9241
Luxembourg,1947,1197.1777
Luxembourg,1948,356.13974
Luxembourg,1949,1739.2122
Luxembourg,1950,2625.0984
Luxembourg,1951,777.1263
Luxembourg,1952,519.67645
Luxembourg,1953,2249.0635
Luxembourg,1954,169.47299
Luxembourg,1955,1830.3319
Luxembourg,1956,1829.9248
Luxembourg,1957,636.3221
Luxembourg,1958,800.29297
Luxembourg,1959,1549.3634
Luxembourg,1960,312.6691
Luxembourg,1961,1548.7916
Luxembourg,1962,886.0765
Luxembourg,1963,3475.289
Luxembourg,1964,1130.1134
Luxembourg,1965,1983.0592
Luxembourg,1966,1798.7131
Luxembourg,1967,1661.4895
Luxembourg,1968,3117.288
Luxembourg,1969,1047.9895
Luxembourg,1970,1132.1157
Luxembourg,1971,371.79993
Luxembourg,1972,893.4533
Luxembourg,1973,1439.2809
Luxembourg,1974,795.64197
Luxembourg,1975,204.26428
Luxembourg,1976,1500.2253
Luxembourg,1977,3400.1147
Luxembourg,1978,10.867878
Luxembourg,1979,1157.9479
Luxembourg,1980,3076.1433
Luxembourg,1981,423.63242
Luxembourg,1982,797.09796
Luxembourg,1983,1090.057
Luxembourg,1984,580.34607
Luxembourg,1985,985.08124
Luxembourg,1986,1309.352
Luxembourg,1987,658.71533
Luxembourg,1988,1078.5865
Luxembourg,1989,1544.1385
Luxembourg,1990,2097.8394
Luxembourg,1991,846.8757
Luxembourg,1992,1611.3319
Luxembourg,1993,976.63477
Luxembourg,1994,1292.1003
Luxembourg,1995,830.1246
Luxembourg,1996,456.49002
Luxembourg,1997,1667.1542
Luxembourg,1998,1788.7509
Luxembourg,1999,1466.9269
Luxembourg,2000,1602.3213
Luxembourg,2001,1151.3636
Luxembourg,2002,1330.9384
Luxembourg,2003,1471.294
Luxembourg,2004,1660.517
Luxembourg,2005,743.9662
Luxembourg,2006,1301.0513
Luxembourg,2007,895.0952
Luxembourg,2008,2946.2883
Luxembourg,2009,260.1043
Luxembourg,2010,227.38885
Luxembourg,2011,999.8057
Luxembourg,2012,1048.2158
Luxembourg,2013,218.41602
Luxembourg,2014,981.21594
Luxembourg,2015,1349.813
Luxembourg,2016,1636.0793
Luxembourg,2017,82.618164
Luxembourg,2018,403.37247
Luxembourg,2019,684.7453
Luxembourg,2020,2238.9946
Luxembourg,2021,1357.3196
Luxembourg,2022,1573.1096
Luxembourg,2023,823.3698
Luxembourg,2024,73.47721
Madagascar,1940,1080.2164
Madagascar,1941,1971.5963
Madagascar,1942,779.1719
Madagascar,1943,669.7599
Madagascar,1944,1443.3772
Madagascar,1945,2452.6973
Madagascar,1946,20.011068
Madagascar,1947,799.76044
Madagascar,1948,990.8276
Madagascar,1949,1184.6738
Madagascar,1950,1136.0408
Madagascar,1951,2810.4602
Madagascar,1952,239.62077
Madagascar,1953,46.12142
Madagascar,1954,1644.4344
Madagascar,1955,817.9769
Madagascar,1956,576.02234
Madagascar,1957,322.72937
Madagascar,1958,1644.2646
Madagascar,1959,318.1626
Madagascar,1960,745.64355
Madagascar,1961,2408.4534
Madagascar,1962,289.927
Madagascar,1963,1970.0349
Madagascar,1964,914.25757
Madagascar,1965,817.78766
Madagascar,1966,1595.0374
Madagascar,1967,1444.3695
Madagascar,1968,65.24987
Madagascar,1969,1060.5403
Madagascar,1970,771.9206
Madagascar,1971,1083.7158
Madagascar,1972,38.682777
Madagascar,1973,375.78647
Madagascar,1974,3232.3672
Madagascar,1975,3442.2356
Madagascar,1976,1731.9331
Madagascar,1977,2249.3018
Madagascar,1978,2130.0217
Madagascar,1979,796.17035
Madagascar,1980,935.28625
Madagascar,1981,1398.2292
Madagascar,1982,62.777576
Madagascar,1983,803.63257
Madagascar,1984,573.411
Madagascar,1985,2000.4563
Madagascar,1986,161.3102
Madagascar,1987,1122.6559
Madagascar,1988,2231.444
Madagascar,1989,57.48772
Madagascar,1990,538.02576
Madagascar,1991,816.99274
Madagascar,1992,1312.9161
Madagascar,1993,2494.7937
Madagascar,1994,876.701
Madagascar,1995,1365.1566
Madagascar,1996,2892.326
Madagascar,1997,299.2953
Madagascar,1998,607.7739
Madagascar,1999,1624.3119
Madagascar,2000,1164.1941
Madagascar,2001,751.72925
Madagascar,2002,1609.9387
Madagascar,2003,239.65338
Madagascar,2004,1187.4943
Madagascar,2005,819.6244
Madagascar,2006,1772.4437
Madagascar,2007,274.3125
Madagascar,2008,1192.6212
Madagascar,2009,934.20386
Madagascar,2010,1135.9913
Madagascar,2011,1583.7748
Madagascar,2012,1481.5507
Madagascar,2013,1393.2501
Madagascar,2014,1147.3135
Madagascar,2015,172.29234
Madagascar,2016,820.27026
Madagascar,2017,186.46317
Madagascar,2018,1394.9242
Madagascar,2019,1791.5406
Madagascar,2020,658.9717
Madagascar,2021,47.898216
Madagascar,2022,1011.0468
Madagascar,2023,836.0444
Madagascar,2024,1238.1248
Malawi,1940,291.64532
Malawi,1941,1482.6685
Malawi,1942,2177.2026
Malawi,1943,1977.9297
Malawi,1944,363.28284
Malawi,1945,1054.6912
Malawi,1946,168.35895
Malawi,1947,941.9295
Malawi,1948,517.02216
Malawi,1949,898.9449
Malawi,1950,374.90253
Malawi,1951,1081.6216
Malawi,1952,72.70337
Malawi,1953,2767.2559
Malawi,1954,866.5905
Malawi,1955,1266.3539
Malawi,1956,679.07904
Malawi,1957,846.7197
Malawi,1958,694.78125
Malawi,1959,1129.581
Malawi,1960,456.87595
Malawi,1961,1243.342
Malawi,1962,752.7415
Malawi,1963,1050.2626
Malawi,1964,69.56291
Malawi,1965,2452.2444
Malawi,1966,799.2429
Malawi,1967,999.31885
Malawi,1968,1712.2599
Malawi,1969,1284.8834
Malawi,1970,3653.4382
Malawi,1971,1575.0383
Malawi,1972,1094.2128
Malawi,1973,570.7326
Malawi,1974,1904.0798
Malawi,1975,3513.864
Malawi,1976,759.81116
Malawi,1977,751.3605
Malawi,1978,2033.0541
Malawi,1979,219.35162
Malawi,1980,1835.7529
Malawi,1981,2043.5096
Malawi,1982,671.1446
Malawi,1983,1120.5922
Malawi,1984,1614.2747
Malawi,1985,440.0212
Malawi,1986,1331.5596
Malawi,1987,839.1305
Malawi,1988,3601.946
Malawi,1989,1339.113
Malawi,1990,2019.2228
Malawi,1991,1986.7767
Malawi,1992,2356.1782
Malawi,1993,3513.2449
Malawi,1994,968.1992
Malawi,1995,1177.7639
Malawi,1996,445.45132
Malawi,1997,818.37915
Malawi,1998,1512.2524
Malawi,1999,854.71924
Malawi,2000,287.76993
Malawi,2001,1286.6655
Malawi,2002,2870.9634
Malawi,2003,23.458887
Malawi,2004,1689.5365
Malawi,2005,3398.4038
Malawi,2006,490.88272
Malawi,2007,856.6115
Malawi,2008,1068.2931
Malawi,2009,584.463
Malawi,2010,1085.9897
Malawi,2011,2346.0134
Malawi,2012,731.4131
Malawi,2013,1130.9977
Malawi,2014,1371.801
Malawi,2015,2435.4556
Malawi,2016,833.53613
Malawi,2017,1590.8684
Malawi,2018,965.9128
Malawi,2019,1448.3177
Malawi,2020,703.2222
Malawi,2021,408.14185
Malawi,2022,2024.7964
Malawi,2023,1760.0312
Malawi,2024,1344.8193
Malaysia,1940,1899.4657
Malaysia,1941,1118.0242
Malaysia,1942,1251.337
Malaysia,1943,1837.6581
Malaysia,1944,1630.4781
Malaysia,1945,631.06323
Malaysia,1946,1281.8887
Malaysia,1947,1237.4207
Malaysia,1948,3463.7642
Malaysia,1949,299.76843
Malaysia,1950,279.16046
Malaysia,1951,1198.8173
Malaysia,1952,1166.277
Malaysia,1953,294.16547
Malaysia,1954,869.2384
Malaysia,1955,1202.5393
Malaysia,1956,1716.5514
Malaysia,1957,154.70508
Malaysia,1958,363.54688
Malaysia,1959,830.8281
Malaysia,1960,348.05872
Malaysia,1961,960.486
Malaysia,1962,917.4363
Malaysia,1963,734.09595
Malaysia,1964,78.12245
Malaysia,1965,953.641
Malaysia,1966,1836.904
Malaysia,1967,831.83765
Malaysia,1968,750.4193
Malaysia,1969,1484.0845
Malaysia,1970,2514.293
Malaysia,1971,34.437435
Malaysia,1972,782.66284
Malaysia,1973,998.54724
Malaysia,1974,1303.9312
Malaysia,1975,1342.6514
Malaysia,1976,3185.9468
Malaysia,1977,322.9026
Malaysia,1978,99.42133
Malaysia,1979,1027.2151
Malaysia,1980,888.34644
Malaysia,1981,737.7081
Malaysia,1982,284.6924
Malaysia,1983,1492.5603
Malaysia,1984,318.72723
Malaysia,1985,869.6498
Malaysia,1986,2522.9368
Malaysia,1987,389.90048
Malaysia,1988,2122.2046
Malaysia,1989,965.2528
Malaysia,1990,1880.0985
Malaysia,1991,1724.816
Malaysia,1992,1849.796
Malaysia,1993,124.65861
Malaysia,1994,1292.2877
Malaysia,1995,626.1269
Malaysia,1996,1156.5958
Malaysia,1997,53.9982
Malaysia,1998,451.5556
Malaysia,1999,3453.1848
Malaysia,2000,3821.437
Malaysia,2001,1321.4387
Malaysia,2002,2205.8503
Malaysia,2003,2713.1357
Malaysia,2004,786.0504
Malaysia,2005,786.1439
Malaysia,2006,1162.3203
Malaysia,2007,77.62425
Malaysia,2008,891.4682
Malaysia,2009,604.69446
Malaysia,2010,1859.1907
Malaysia,2011,174.89815
Malaysia,2012,1425.6001
Malaysia,2013,3135.4492
Malaysia,2014,64.15549
Malaysia,2015,621.39514
Malaysia,2016,721.2388
Malaysia,2017,1349.1124
Malaysia,2018,2636.7363
Malaysia,2019,809.8206
Malaysia,2020,1168.2705
Malaysia,2021,3685.5916
Malaysia,2022,300.71613
Malaysia,2023,715.64233
Malaysia,2024,1634.5785
Mali,1940,1186.8289
Mali,1941,653.4855
Mali,1942,1601.7692
Mali,1943,288.59647
Mali,1944,1811.2838
Mali,1945,794.2865
Mali,1946,1821.5234
Mali,1947,385.80618
Mali,1948,1667.8447
Mali,1949,817.3369
Mali,1950,1080.8032
Mali,1951,1734.4076
Mali,1952,1891.8988
Mali,1953,1586.6266
Mali,1954,1438.4902
Mali,1955,171.4094
Mali,1956,847.41156
Mali,1957,206.06876
Mali,1958,924.4976
Mali,1959,1853.3851
Mali,1960,760.91156
Mali,1961,118.651
Mali,1962,1064.0234
Mali,1963,764.80133
Mali,1964,1079.8922
Mali,1965,280.35306
Mali,1966,3283.4275
Mali,1967,2298.4338
Mali,1968,2019.7018
Mali,1969,444.24124
Mali,1970,1053.7886
Mali,1971,170.38457
Mali,1972,1044.4736
Mali,1973,745.28345
Mali,1974,963.0103
Mali,1975,371.33426
Mali,1976,1093.4076
Mali,1977,57.851498
Mali,1978,2145.607
Mali,1979,797.4825
Mali,1980,1041.7375
Mali,1981,804.62646
Mali,1982,814.76306
Mali,1983,728.85986
Mali,1984,812.09186
Mali,1985,457.7424
Mali,1986,1144.208
Mali,1987,511.62274
Mali,1988,719.29236
Mali,1989,98.01388
Mali,1990,2092.2842
Mali,1991,790.90686
Mali,1992,778.4067
Mali,1993,1468.7122
Mali,1994,1149.6154
Mali,1995,3493.1655
Mali,1996,1628.2104
Mali,1997,1117.9247
Mali,1998,478.4561
Mali,1999,2048.351
Mali,2000,2680.8972
Mali,2001,705.18195
Mali,2002,686.38477
Mali,2003,2109.6958
Mali,2004,178.7041
Mali,2005,1752.769
Mali,2006,1725.2408
Mali,2007,615.55023
Mali,2008,615.9277
Mali,2009,1426.8071
Mali,2010,316.55136
Mali,2011,1486.5399
Mali,2012,847.7332
Mali,2013,3453.3196
Mali,2014,1888.4861
Mali,2015,1780.6852
Mali,2016,1641.8102
Mali,2017,1873.1041
Mali,2018,2907.2207
Mali,2019,977.3848
Mali,2020,918.5345
Mali,2021,281.71265
Mali,2022,716.69464
Mali,2023,1432.7716
Mali,2024,628.8697
Mauritania,1940,296.1249
Mauritania,1941,985.1913
Mauritania,1942,2977.468
Mauritania,1943,7.975403
Mauritania,1944,1503.9392
Mauritania,1945,2890.1377
Mauritania,1946,360.49695
Mauritania,1947,780.5223
Mauritania,1948,1069.6731
Mauritania,1949,545.5069
Mauritania,1950,1047.1664
Mauritania,1951,2183.8472
Mauritania,1952,724.9331
Mauritania,1953,919.55524
Mauritania,1954,1311.9712
Mauritania,1955,2119.2239
Mauritania,1956,912.0403
Mauritania,1957,1464.4811
Mauritania,1958,772.46783
Mauritania,1959,1358.9645
Mauritania,1960,546.4618
Mauritania,1961,387.66116
Mauritania,1962,1899.737
Mauritania,1963,1938.7953
Mauritania,1964,1380.1548
Mauritania,1965,1883.5139
Mauritania,1966,973.8055
Mauritania,1967,1376.296
Mauritania,1968,1567.5952
Mauritania,1969,1594.062
Mauritania,1970,668.7086
Mauritania,1971,1542.1552
Mauritania,1972,1141.2878
Mauritania,1973,3270.0737
Mauritania,1974,244.5375
Mauritania,1975,184.8576
Mauritania,1976,1043.4584
Mauritania,1977,932.04114
Mauritania,1978,157.48248
Mauritania,1979,821.5045
Mauritania,1980,1002.7007
Mauritania,1981,1814.4033
Mauritania,1982,62.49583
Mauritania,1983,360.85602
Mauritania,1984,840.0984
Mauritania,1985,415.95172
Mauritania,1986,1232.2917
Mauritania,1987,1553.8003
Mauritania,1988,852.37634
Mauritania,1989,109.90928
Mauritania,1990,839.53284
Mauritania,1991,2020.8284
Mauritania,1992,790.5021
Mauritania,1993,315.15216
Mauritania,1994,1319.1726
Mauritania,1995,2352.794
Mauritania,1996,17.15137
Mauritania,1997,820.74445
Mauritania,1998,863.1907
Mauritania,1999,1547.0808
Mauritania,2000,1790.9172
Mauritania,2001,2778.086
Mauritania,2002,302.97723
Mauritania,2003,89.15308
Mauritania,2004,1264.6609
Mauritania,2005,822.9404
Mauritania,2006,613.3845
Mauritania,2007,273.66794
Mauritania,2008,1379.2233
Mauritania,2009,393.23196
Mauritania,2010,1098.5933
Mauritania,2011,2281.516
Mauritania,2012,302.11008
Mauritania,2013,1972.047
Mauritania,2014,723.76044
Mauritania,2015,2238.922
Mauritania,2016,1557.0737
Mauritania,2017,1547.37
Mauritania,2018,84.563065
Mauritania,2019,1087.5562
Mauritania,2020,684.492
Mauritania,2021,1316.5365
Mauritania,2022,67.73577
Mauritania,2023,418.93103
Mauritania,2024,2925.358
Mauritius,1940,3787.7173
Mauritius,1941,1633.4224
Mauritius,1942,2296.789
Mauritius,1943,2564.7932
Mauritius,1944,663.17706
Mauritius,1945,985.7189
Mauritius,1946,973.00006
Mauritius,1947,73.7175
Mauritius,1948,798.25854
Mauritius,1949,614.3697
Mauritius,1950,1782.0947
Mauritius,1951,182.12604
Mauritius,1952,884.05035
Mauritius,1953,2667.9827
Mauritius,1954,61.660526
Mauritius,1955,654.406
Mauritius,1956,816.4946
Mauritius,1957,1059.4658
Mauritius,1958,2754.7551
Mauritius,1959,818.6294
Mauritius,1960,1243.3428
Mauritius,1961,3200.8945
Mauritius,1962,324.7927
Mauritius,1963,606.3325
Mauritius,1964,1712.8806
Mauritius,1965,1131.7999
Mauritius,1966,770.15265
Mauritius,1967,1499.503
Mauritius,1968,219.90508
Mauritius,1969,1868.3052
Mauritius,1970,739.7452
Mauritius,1971,1293.5411
Mauritius,1972,159.54073
Mauritius,1973,1369.6761
Mauritius,1974,731.2615
Mauritius,1975,1338.9644
Mauritius,1976,1546.294
Mauritius,1977,1576.3439
Mauritius,1978,1472.7426
Mauritius,1979,1182.9377
Mauritius,1980,147.27109
Mauritius,1981,589.4255
Mauritius,1982,152.7994
Mauritius,1983,990.4709
Mauritius,1984,1732.1787
Mauritius,1985,654.0499
Mauritius,1986,99.59232
Mauritius,1987,961.2302
Mauritius,1988,815.8541
Mauritius,1989,843.68774
Mauritius,1990,226.39499
Mauritius,1991,2599.2803
Mauritius,1992,2132.369
Mauritius,1993,2054.5745
Mauritius,1994,259.0916
Mauritius,1995,1038.5679
Mauritius,1996,191.52107
Mauritius,1997,1225.143
Mauritius,1998,747.3398
Mauritius,1999,933.81647
Mauritius,2000,389.80063
Mauritius,2001,966.8653
Mauritius,2002,82.725784
Mauritius,2003,2257.76
Mauritius,2004,904.0699
Mauritius,2005,1219.2151
Mauritius,2006,797.9136
Mauritius,2007,958.3015
Mauritius,2008,900.7256
Mauritius,2009,851.47296
Mauritius,2010,417.55386
Mauritius,2011,1157.0663
Mauritius,2012,628.24
Mauritius,2013,830.979
Mauritius,2014,30.216217
Mauritius,2015,2546.9539
Mauritius,2016,886.46204
Mauritius,2017,817.91394
Mauritius,2018,1820.2594
Mauritius,2019,1061.1222
Mauritius,2020,3399.14
Mauritius,2021,1594.9893
Mauritius,2022,997.4501
